Title,Genre,Rating,Voting,Duration
Shu Si Yi Bo,crime,6.6,0,91
Bheema,crime,5.8,0,148
Hain,crime,2.9,0,95
Protein,crime,6.6,0,100
GATAO: Like Father Like Son,crime,6.8,0,100
CHAAW: Chapter 3 - Christmas Time Is Here,crime,7.9,0,72
Thankamani,crime,4.6,0,156
Tschugger - Der Lätscht Fall,crime,8.1,0,147
RTI,crime,5.9,0,130
Harom Hara,crime,7.7,0,154
Gangs of Godavari,crime,5.0,0,165
Nirangal Moondru,crime,6.1,0,122
Pepe,crime,4.9,0,126
Yevam,crime,6.1,0,123
Blue Christmas,crime,5.8,0,79
Scopophobia,crime,5.8,0,100
Gumasthan,crime,5.8,0,145
Passagrana,crime,6.5,0,100
Secret Home,crime,8.3,0,117
Welcome to the Game,crime,5.8,0,90
Pattaya Heat,crime,5.6,0,117
Uninvited,crime,6.7,0,93
The Heist,crime,6.9,0,120
Nietzsche's Umbrella,crime,8.7,0,86
Unknown Caller,crime,7.2,0,63
Money No Enough 3,crime,6.0,0,138
Oru Nodi,crime,6.7,0,128
Chacaleria,crime,8.1,0,116
Rebel,crime,3.2,0,100
The Good Loan Sharks,crime,5.0,0,122
Anyone Else But Me,crime,7.0,0,95
Blackia 2,crime,5.9,0,132
Kunstroof,crime,7.0,0,102
Midas,crime,4.6,0,85
The Legend of the Vagabond Queen of Lagos,crime,8.0,0,100
Murder in a Teacup,crime,6.3,0,93
Vergüenza,crime,7.0,0,103
One Last Time,crime,7.0,0,82
Beneath the Fold,crime,8.0,0,80
Porch Pirates,crime,5.0,0,107
Second Life,crime,6.9,0,105
Kokuhaku Confession,crime,5.6,0,74
Taxali Gate,crime,6.6,0,95
Historias invisibles,crime,6.4,0,110
Scapegoat,crime,7.0,0,85
Die Bloedhonde,crime,6.3,0,97
Kurukku,crime,6.6,0,109
Jog 101,crime,6.5,0,107
Con Queens,crime,5.8,0,80
Muroi Shinji: Yaburezaru Mono,crime,7.7,0,115
Landkrimi: Steirergift,crime,6.4,0,90
Prasanna Vadanam,crime,6.6,0,146
The Bodyguard,crime,6.6,0,87
Kala Ratri,crime,6.8,0,122
Housekeeping,crime,6.0,0,98
Lipstick on the Glass,crime,4.6,0,116
Above the Trees,crime,8.2,0,125
Marine Drive,crime,9.5,0,105
Illusions for Sale: The Rise and Fall of Generation Zoe,crime,6.2,0,107
Bigul,crime,9.3,0,144
Accident or Conspiracy: Godhra,crime,7.4,0,133
Telekinesis,crime,5.9,0,106
Charlotte Link - Ohne Schuld,crime,5.5,0,89
Liebling Kreuzberg 2.0,crime,5.1,0,89
Game Over,crime,5.7,0,74
Three Old Boys,crime,4.8,0,108
Aaro,crime,4.5,0,120
Little Jaffna,crime,6.9,0,100
Dickweed,crime,7.1,0,90
Meitantei Conan Bâsasu Kaitô Kiddo,crime,6.2,0,81
Dengeler,crime,5.8,0,123
Cafe 404,crime,7.1,0,93
Dark Deceptions,crime,6.2,0,82
Road to Terzetto,crime,7.3,0,96
"Fallen Leaves, Broken Lighters",crime,7.7,0,96
The Bottom Line,crime,7.0,0,107
Blood and Black,crime,8.1,0,88
7vens Law,crime,9.4,0,68
Maloney - Die ersten drei haarsträubenden Fälle,crime,6.7,0,98
Whatever It Takes,crime,8.3,0,93
Valleyheart,crime,8.8,0,98
Blood Dried Hands,crime,5.2,0,115
Vallavan Vaguthadhada,crime,6.5,0,104
Los Justos,crime,6.4,0,79
Gossip to Die For,crime,5.3,0,94
Raja Rani,crime,9.3,0,134
G - 21 scener från Gottsunda,crime,7.0,0,80
Raavsaheb,crime,8.4,0,138
Chitram Choodara,crime,4.5,0,127
Gull Lake Vice II: The Delusion Continues,crime,8.2,0,0
Rhino Man,crime,8.8,0,96
Dark World,crime,4.5,0,135
Walk the Line,crime,5.5,0,115
Supplier Shankara,crime,9.3,0,163
Don't Love,crime,7.9,0,177
Villain - Life of a Gangster,crime,8.9,0,141
Myall Creek Day of Justice,crime,6.4,0,78
The Victims,crime,5.9,0,99
Shadows of Betrayal: Chronicles of Ian Blair,crime,7.3,0,65
Untouchable,crime,4.6,0,112
Thozhar Che Guevara,crime,5.1,0,120
Common Creed: Trafficking,crime,6.7,0,106
Break War,crime,2.4,0,86
Dream Lock,crime,8.6,0,100
Nelma Kodama: The Queen of Dirty Money,crime,5.5,0,94
The Stix,crime,7.1,0,123
"Bullets, Brothers and Blood",crime,7.8,0,85
Maven,crime,9.5,0,135
Muzhskoe slovo,crime,6.4,0,94
Insurance Jimmy,crime,6.9,0,110
DNA,crime,5.2,0,156
Koresha,crime,2.9,0,86
Hocus Focus,crime,7.9,0,85
Pungut,crime,6.7,0,100
Lorry Chapter-1,crime,5.8,0,183
Real Estate Sisters,crime,4.8,0,84
Salvajes,crime,5.7,0,90
Theppa Samudram,crime,7.4,0,133
Gde nashi dengi?,crime,9.5,0,76
Lesní vrah,crime,4.2,0,78
Mirza: Part 1 - Joker,crime,6.8,0,165
My Home Hero the Movie,crime,6.4,0,117
Tiempo de Pagar,crime,7.4,0,63
Opportunity,crime,9.1,0,96
The London Underground Killer,crime,4.7,0,91
Lipstick,crime,6.3,0,145
Rancor,crime,7.2,0,83
Niyathi,crime,6.8,0,113
La Tamalera,crime,8.2,0,115
Who Do You Trust?,crime,3.8,0,96
Siragan,crime,7.0,0,130
Dead Name,crime,9.0,0,84
Paarijathaparvam,crime,7.5,0,133
Laandhar,crime,4.1,0,117
Raktaksha,crime,8.4,0,118
Abnormal: Buas,crime,5.6,0,90
Aranam,crime,7.5,0,127
Crime Reel,crime,7.5,0,111
Ugravatara,crime,7.9,0,122
4N6,crime,9.7,0,117
Yathabhava,crime,8.3,0,127
The Burned Hand,crime,8.0,0,85
Bayamariya Brammai,crime,8.8,0,88
Jalandhara,crime,9.2,0,110
Jimmy's Friends,crime,7.0,0,94
Atlanta 10.02,crime,5.5,0,0
A Frozen Rage,crime,5.2,0,115
Angry Squad: Civil Servants & Seven Swindlers,crime,6.4,0,120
Jama,crime,6.3,0,71
The Deal,crime,8.8,0,130
What Lies Within,crime,5.3,0,90
ONENESS,crime,9.2,0,115
Thirsty for Likes,crime,4.0,0,0
The Real Story of January 6: Part 2 - The Long Road Home,crime,6.2,0,90
Shina,crime,7.5,0,98
Pink Butterfly,crime,5.8,0,109
Kaçkin,crime,8.0,0,104
Who Killed Angel Adams?,crime,6.2,0,76
5D,crime,8.8,0,129
Shades of Sapphire,crime,7.8,0,77
Kenda,crime,8.9,0,135
Novyy god v Beryozovke,crime,7.1,0,94
Dai jia fa de ren,crime,5.5,0,121
The Kills,crime,8.8,0,70
Oppa,crime,8.5,0,84
Abduction Chronicles,crime,8.6,0,126
SMB-plush presents trick or death,crime,8.8,0,120
The Dealer,crime,8.2,0,120
El Junior Del Patron,crime,8.2,0,92
Agontuk,crime,5.5,0,125
Give Me a Ride,crime,5.0,0,102
The AI Dharma Story,crime,3.2,0,89
Dheera Samrat,crime,9.8,0,123
Beauty Grace Malice,crime,7.7,0,81
AK47,crime,7.2,0,146
A Place Under the Sun,crime,9.2,0,110
Rangeli,crime,9.4,0,140
Ingu Mirugangal Vaazhum Idam,crime,6.2,0,108
Sharma & Ambani,crime,9.1,0,104
Pinnil Oral,crime,6.0,0,127
Mukhya Gamanika,crime,8.7,0,125
Jaspal,crime,7.3,0,106
All Suspects,crime,3.6,0,96
Sangharshana,crime,8.2,0,102
Grey Games,crime,7.5,0,121
Guxim,crime,7.7,0,75
The Housewife and the Hustler 2: The Reckoning,crime,6.5,0,94
Mudo Kannu,crime,7.2,0,100
Malam Pertobatan,crime,6.4,0,81
Spending Some Time Together,crime,6.9,0,146
Bond of Justice: Kizuna Part I - Encounter,crime,6.1,0,92
Slapes,crime,6.8,0,82
Downfall of the Crypto King (theatrical feature),crime,6.0,0,90
Der Wien-Krimi: Blind ermittelt - Tod im Palais,crime,6.7,0,88
Lealtad o Morir,crime,8.2,0,87
Blitz,crime,7.2,0,0
Vengeful,crime,6.1,0,100
Dawgz Life,crime,7.8,0,143
Conviction,crime,7.0,0,97
Killcon,crime,9.5,0,0
Namak,crime,4.5,0,75
Uno Sir,crime,6.4,0,106
Leha,crime,2.3,0,98
Mun Kaupunki,crime,6.6,0,105
Yaa Devi Sarva Bhuteshu,crime,8.7,0,119
Randa Ramphal,crime,8.5,0,70
Gally Gang Stars,crime,9.0,0,157
Duelo De Capos,crime,8.0,0,83
Runnin' from Wolves,crime,7.2,0,133
Los Hijos De Camelia y Emilio,crime,7.8,0,82
Full Clip for a Snitch,crime,3.9,0,75
Yurka,crime,4.0,0,85
No Loose Ends,crime,6.7,0,68
Water Mafia,crime,9.2,0,0
Po du xing dong,crime,6.8,0,79
A Valentine's Day,crime,8.4,0,126
Detroit Ransom,crime,6.4,0,76
Ata Nirjon Duporiya,crime,8.0,0,103
So It Goes,crime,3.3,0,77
Netru Indha Neram,crime,5.7,0,140
El Juego Del Poder,crime,8.0,0,95
Mina and the Radio Bandits,crime,7.3,0,110
Little Black Submarines,crime,6.9,0,123
El Cartel De Teresa,crime,8.0,0,96
Las Hermanas Del Cartel,crime,8.2,0,91
Nacida Para Vengar,crime,8.0,0,102
Beautifully Broken People,crime,8.7,0,75
Cageling,crime,5.9,0,69
"Milk, Rice, and the Blood",crime,9.2,0,0
